Product_ID,Product_Name,Product_Type,Validity_Days,Data_Limit_GB,Voice_Benefit,SMS_Limit,Price_INR,Launch_Date,Telecom_Company,Availability
PRD02432,DataMax 1292,IoT Solutions,,,N/A,100/day,1292.96,2023-10-24,IndiTel Communications,Discontinued
PRD02433,ValuePlus 1805,Business,,,N/A,50/day,1805.13,2023-09-19,SkyCell Telecom,Active
PRD02434,UltraConnect 380,Business,,,N/A,N/A,380.76,2023-12-07,SkyCell Telecom,Active
PRD02435,IoTLink 2048,IoT Solutions,,,N/A,50/day,2048.84,2023-02-06,IndiTel Communications,Discontinued
PRD02436,HomeFiber 1559,Broadband,,153.53,N/A,50/day,1559.17,2023-09-28,IndiTel Communications,Active
PRD02437,UltraConnect 1705,IoT Solutions,,,N/A,500 total,1705.51,2023-12-05,SkyCell Telecom,Active
PRD02438,SuperTalk 687,Postpaid,365.0,57.34,500 mins,100/day,687.72,2022-02-08,NextWave Communications,Discontinued
PRD02439,ValuePlus 1480,IoT Solutions,,,N/A,500 total,1480.34,2024-12-28,IndiTel Communications,Discontinued
PRD02440,SmartBiz 2157,Business,,,N/A,100/day,2157.66,2023-10-05,IndiTel Communications,Active
PRD02441,SuperTalk 742,Prepaid,84.0,416.2,500 mins,500 total,742.65,2022-11-28,BharatNet Mobile,Discontinued
PRD02442,SuperTalk 2034,Prepaid,56.0,26.05,Unlimited,N/A,2034.06,2022-01-14,IndiTel Communications,Active
PRD02443,ValuePlus 2477,IoT Solutions,,,N/A,500 total,2477.19,2020-10-16,SkyCell Telecom,Discontinued
PRD02444,IoTLink 2349,Broadband,,19.07,N/A,100/day,2349.28,2024-02-03,SkyCell Telecom,Active
PRD02445,UltraConnect 1373,Postpaid,56.0,27.34,500 mins,N/A,1373.6,2022-07-16,NextWave Communications,Discontinued
PRD02446,ValuePlus 927,Business,,,N/A,500 total,927.31,2020-06-23,IndiTel Communications,Active
PRD02447,DataMax 590,Prepaid,84.0,320.16,1000 mins,100/day,590.16,2023-07-19,SkyCell Telecom,Active
PRD02448,UltraConnect 573,Postpaid,28.0,232.39,500 mins,N/A,573.01,2021-09-08,SkyCell Telecom,Discontinued
PRD02449,SmartBiz 1345,IoT Solutions,,,N/A,50/day,1345.16,2022-05-06,SkyCell Telecom,Active
PRD02450,SmartBiz 2338,Broadband,,45.5,N/A,50/day,2338.18,2020-12-21,SkyCell Telecom,Discontinued
PRD02451,UltraConnect 1479,Prepaid,28.0,387.94,Unlimited,100/day,1479.15,2020-05-20,NextWave Communications,Active
PRD02452,SmartBiz 1802,Business,,,N/A,N/A,1802.51,2020-05-16,NextWave Communications,Discontinued
PRD02453,HomeFiber 1089,Prepaid,365.0,7.08,1500 mins,N/A,1089.38,2020-06-21,IndiTel Communications,Active
PRD02454,SuperTalk 1745,Postpaid,56.0,59.71,500 mins,100/day,1745.38,2021-08-12,IndiTel Communications,Discontinued
PRD02455,ValuePlus 901,IoT Solutions,,,N/A,N/A,901.62,2022-04-16,IndiTel Communications,Active
PRD02456,DataMax 1818,Broadband,,333.85,N/A,50/day,1818.75,2023-07-08,SkyCell Telecom,Discontinued
PRD02457,DataMax 1294,Postpaid,28.0,111.2,500 mins,500 total,1294.73,2024-10-31,NextWave Communications,Discontinued
PRD02458,SuperTalk 1428,Broadband,,485.78,N/A,500 total,1428.69,2023-10-03,NextWave Communications,Discontinued
PRD02459,NetBoost 2081,Prepaid,365.0,410.46,1500 mins,50/day,2081.45,2022-06-23,NextWave Communications,Active
PRD02460,SmartBiz 1233,Business,,,N/A,100/day,1233.27,2024-10-13,IndiTel Communications,Discontinued
PRD02461,UltraConnect 2463,Broadband,,350.65,N/A,50/day,2463.79,2024-05-12,NextWave Communications,Active
PRD02462,ValuePlus 1202,IoT Solutions,,,N/A,500 total,1202.53,2022-06-30,BharatNet Mobile,Active
PRD02463,NetBoost 1120,Broadband,,462.44,N/A,50/day,1120.76,2022-12-19,SkyCell Telecom,Active
PRD02464,ValuePlus 1688,Broadband,,12.76,N/A,N/A,1688.38,2023-04-23,IndiTel Communications,Active
PRD02465,SuperTalk 257,IoT Solutions,,,N/A,100/day,257.63,2024-04-11,NextWave Communications,Discontinued
PRD02466,HomeFiber 1929,Business,,,N/A,100/day,1929.66,2021-04-08,SkyCell Telecom,Discontinued
PRD02467,UltraConnect 1442,Broadband,,172.66,N/A,N/A,1442.0,2024-12-03,SkyCell Telecom,Discontinued
PRD02468,NetBoost 1166,Broadband,,321.82,N/A,100/day,1166.17,2021-02-11,IndiTel Communications,Active
PRD02469,NetBoost 380,Postpaid,84.0,251.81,1500 mins,50/day,380.43,2023-07-14,SkyCell Telecom,Discontinued
PRD02470,UltraConnect 428,Broadband,,331.17,N/A,100/day,428.9,2024-09-09,BharatNet Mobile,Active
PRD02471,ValuePlus 1562,Broadband,,27.29,N/A,50/day,1562.84,2024-06-17,BharatNet Mobile,Discontinued
PRD02472,ValuePlus 1758,Prepaid,84.0,299.46,Unlimited,50/day,1758.4,2020-11-25,IndiTel Communications,Discontinued
PRD02473,UltraConnect 867,Prepaid,365.0,312.28,1500 mins,N/A,867.2,2020-03-12,IndiTel Communications,Active
PRD02474,IoTLink 1042,Business,,,N/A,50/day,1042.64,2022-03-22,IndiTel Communications,Discontinued
PRD02475,IoTLink 1084,IoT Solutions,,,N/A,100/day,1084.44,2022-10-27,SkyCell Telecom,Active
PRD02476,SmartBiz 847,Business,,,N/A,50/day,847.28,2024-07-01,IndiTel Communications,Discontinued
PRD02477,IoTLink 1630,Postpaid,28.0,90.44,1000 mins,50/day,1630.15,2022-02-20,IndiTel Communications,Discontinued
PRD02478,SuperTalk 2443,Business,,,N/A,100/day,2443.64,2023-06-07,SkyCell Telecom,Discontinued
PRD02479,NetBoost 1390,Postpaid,28.0,87.47,Unlimited,500 total,1390.45,2020-08-10,SkyCell Telecom,Active
PRD02480,IoTLink 1743,Prepaid,56.0,270.11,Unlimited,50/day,1743.65,2021-06-15,NextWave Communications,Discontinued
PRD02481,ValuePlus 1075,Prepaid,56.0,436.52,1000 mins,100/day,1075.68,2023-08-09,BharatNet Mobile,Active
PRD02482,HomeFiber 1503,Broadband,,18.47,N/A,N/A,1503.19,2024-07-18,BharatNet Mobile,Discontinued
PRD02483,UltraConnect 1844,Postpaid,84.0,475.63,1500 mins,500 total,1844.92,2022-08-17,NextWave Communications,Discontinued
PRD02484,HomeFiber 1394,Prepaid,28.0,116.93,1000 mins,500 total,1394.03,2024-02-27,NextWave Communications,Discontinued
PRD02485,IoTLink 1993,Postpaid,84.0,324.85,Unlimited,500 total,1993.21,2024-01-17,SkyCell Telecom,Active
PRD02486,SmartBiz 823,IoT Solutions,,,N/A,500 total,823.34,2021-06-27,NextWave Communications,Active
PRD02487,NetBoost 1317,Postpaid,56.0,69.4,500 mins,N/A,1317.95,2024-09-13,IndiTel Communications,Active
PRD02488,SuperTalk 1266,IoT Solutions,,,N/A,500 total,1266.88,2024-03-20,NextWave Communications,Active
PRD02489,SuperTalk 628,Prepaid,56.0,101.84,1500 mins,50/day,628.91,2023-03-05,BharatNet Mobile,Active
PRD02490,HomeFiber 1043,Business,,,N/A,N/A,1043.94,2023-02-08,SkyCell Telecom,Discontinued
PRD02491,NetBoost 281,IoT Solutions,,,N/A,N/A,281.94,2020-01-06,IndiTel Communications,Discontinued
PRD02492,UltraConnect 1521,Business,,,N/A,50/day,1521.8,2020-03-03,NextWave Communications,Discontinued
PRD02493,UltraConnect 1683,IoT Solutions,,,N/A,50/day,1683.13,2020-04-01,BharatNet Mobile,Active
PRD02494,SuperTalk 2474,Business,,,N/A,50/day,2474.09,2024-09-21,SkyCell Telecom,Active
PRD02495,NetBoost 2242,Postpaid,56.0,441.86,1500 mins,N/A,2242.92,2020-12-20,IndiTel Communications,Discontinued
PRD02496,UltraConnect 1065,Prepaid,28.0,357.97,500 mins,N/A,1065.58,2020-05-23,SkyCell Telecom,Active
PRD02497,SmartBiz 846,Prepaid,84.0,139.25,500 mins,50/day,846.04,2024-05-08,IndiTel Communications,Discontinued
PRD02498,ValuePlus 952,Postpaid,28.0,30.71,Unlimited,500 total,952.58,2024-03-19,BharatNet Mobile,Discontinued
PRD02499,SuperTalk 668,IoT Solutions,,,N/A,50/day,668.18,2024-10-11,BharatNet Mobile,Discontinued
PRD02500,UltraConnect 1012,Business,,,N/A,500 total,1012.93,2022-03-14,NextWave Communications,Discontinued
PRD02501,ValuePlus 896,Broadband,,164.3,N/A,N/A,896.48,2023-11-24,NextWave Communications,Active
PRD02502,NetBoost 244,Postpaid,28.0,1.48,1500 mins,50/day,244.15,2021-12-17,IndiTel Communications,Active
PRD02503,SuperTalk 506,Business,,,N/A,50/day,506.45,2023-07-02,SkyCell Telecom,Active
PRD02504,DataMax 1820,Broadband,,84.16,N/A,50/day,1820.73,2023-05-05,IndiTel Communications,Discontinued
PRD02505,DataMax 890,Business,,,N/A,50/day,890.66,2024-01-01,BharatNet Mobile,Active
PRD02506,SmartBiz 1561,IoT Solutions,,,N/A,100/day,1561.96,2024-12-22,BharatNet Mobile,Active
PRD02507,HomeFiber 591,Broadband,,237.36,N/A,100/day,591.09,2022-05-26,IndiTel Communications,Active
PRD02508,SmartBiz 1587,Prepaid,365.0,443.34,1500 mins,500 total,1587.24,2022-02-26,NextWave Communications,Discontinued
PRD02509,UltraConnect 938,Broadband,,337.23,N/A,500 total,938.32,2022-09-17,BharatNet Mobile,Discontinued
PRD02510,HomeFiber 1262,Postpaid,56.0,81.33,1000 mins,100/day,1262.01,2023-11-25,BharatNet Mobile,Discontinued
PRD02511,IoTLink 650,Postpaid,56.0,364.13,1500 mins,50/day,650.65,2023-03-03,NextWave Communications,Active
PRD02512,UltraConnect 1269,Business,,,N/A,100/day,1269.67,2021-03-15,NextWave Communications,Discontinued
PRD02513,DataMax 1224,IoT Solutions,,,N/A,100/day,1224.95,2024-03-03,BharatNet Mobile,Active
PRD02514,ValuePlus 2385,Broadband,,79.3,N/A,N/A,2385.37,2024-04-18,BharatNet Mobile,Discontinued
PRD02515,SuperTalk 1605,Postpaid,84.0,182.63,1500 mins,50/day,1605.28,2024-03-22,BharatNet Mobile,Active
PRD02516,SuperTalk 1842,Broadband,,55.11,N/A,N/A,1842.31,2022-05-09,NextWave Communications,Discontinued
PRD02517,DataMax 1246,Prepaid,56.0,323.35,1000 mins,50/day,1246.1,2020-06-19,IndiTel Communications,Active
PRD02518,NetBoost 1364,Prepaid,56.0,432.74,1000 mins,N/A,1364.23,2021-10-07,SkyCell Telecom,Active
PRD02519,DataMax 332,Prepaid,28.0,416.36,1000 mins,100/day,332.58,2024-11-19,IndiTel Communications,Discontinued
PRD02520,SuperTalk 1158,Business,,,N/A,50/day,1158.76,2021-11-10,BharatNet Mobile,Discontinued
PRD02521,SmartBiz 220,Prepaid,56.0,148.06,1500 mins,100/day,220.61,2022-01-01,NextWave Communications,Discontinued
PRD02522,DataMax 798,Postpaid,28.0,438.02,1500 mins,500 total,798.93,2023-09-29,NextWave Communications,Active
PRD02523,DataMax 2350,IoT Solutions,,,N/A,500 total,2350.11,2021-11-13,BharatNet Mobile,Active
PRD02524,UltraConnect 1960,Postpaid,84.0,288.25,1500 mins,100/day,1960.21,2022-08-08,SkyCell Telecom,Active
PRD02525,UltraConnect 1122,Broadband,,256.35,N/A,500 total,1122.87,2023-02-06,SkyCell Telecom,Active
PRD02526,UltraConnect 1910,Business,,,N/A,50/day,1910.63,2021-12-02,NextWave Communications,Discontinued
PRD02527,UltraConnect 673,Business,,,N/A,50/day,673.72,2023-04-24,BharatNet Mobile,Active
PRD02528,NetBoost 1549,Prepaid,365.0,68.44,Unlimited,100/day,1549.4,2022-08-23,SkyCell Telecom,Active
PRD02529,DataMax 105,Prepaid,84.0,43.56,1500 mins,N/A,105.53,2020-05-23,SkyCell Telecom,Active
PRD02530,SmartBiz 1304,Broadband,,454.19,N/A,500 total,1304.45,2022-12-12,SkyCell Telecom,Discontinued
PRD02531,SuperTalk 1081,IoT Solutions,,,N/A,100/day,1081.95,2022-01-20,BharatNet Mobile,Active
PRD02532,NetBoost 2147,Broadband,,394.54,N/A,100/day,2147.17,2021-07-21,SkyCell Telecom,Discontinued
PRD02533,UltraConnect 2362,Broadband,,458.08,N/A,50/day,2362.11,2023-07-21,SkyCell Telecom,Active
PRD02534,HomeFiber 145,Broadband,,264.65,N/A,100/day,145.86,2021-08-23,BharatNet Mobile,Active
PRD02535,ValuePlus 1464,Postpaid,28.0,463.36,Unlimited,500 total,1464.47,2023-07-02,NextWave Communications,Active
PRD02536,SmartBiz 1404,IoT Solutions,,,N/A,N/A,1404.88,2024-04-24,NextWave Communications,Active
PRD02537,SuperTalk 1854,IoT Solutions,,,N/A,100/day,1854.61,2022-02-21,SkyCell Telecom,Discontinued
PRD02538,ValuePlus 2003,IoT Solutions,,,N/A,500 total,2003.46,2023-05-16,IndiTel Communications,Discontinued
PRD02539,ValuePlus 1944,Business,,,N/A,N/A,1944.97,2020-08-07,BharatNet Mobile,Discontinued
PRD02540,SmartBiz 2157,Postpaid,56.0,372.04,Unlimited,500 total,2157.54,2022-11-11,NextWave Communications,Active
PRD02541,SmartBiz 2441,IoT Solutions,,,N/A,100/day,2441.8,2020-02-19,IndiTel Communications,Discontinued
PRD02542,DataMax 2297,Broadband,,113.28,N/A,500 total,2297.11,2021-11-12,NextWave Communications,Active
PRD02543,HomeFiber 119,Postpaid,365.0,198.54,1000 mins,500 total,119.55,2024-12-24,NextWave Communications,Discontinued
PRD02544,SmartBiz 2485,Business,,,N/A,50/day,2485.46,2023-04-22,SkyCell Telecom,Discontinued
PRD02545,ValuePlus 550,Business,,,N/A,50/day,550.61,2022-04-30,BharatNet Mobile,Discontinued
PRD02546,IoTLink 1009,IoT Solutions,,,N/A,500 total,1009.25,2020-04-09,BharatNet Mobile,Active
PRD02547,HomeFiber 264,Postpaid,28.0,295.24,500 mins,500 total,264.88,2021-05-14,NextWave Communications,Discontinued
PRD02548,DataMax 1915,Prepaid,56.0,74.8,Unlimited,N/A,1915.51,2024-10-25,BharatNet Mobile,Discontinued
PRD02549,HomeFiber 1852,Prepaid,28.0,377.23,1500 mins,50/day,1852.58,2023-03-03,IndiTel Communications,Active
PRD02550,SuperTalk 1937,Business,,,N/A,500 total,1937.25,2024-03-01,IndiTel Communications,Discontinued
PRD02551,HomeFiber 2422,Broadband,,390.59,N/A,500 total,2422.73,2024-05-16,BharatNet Mobile,Discontinued
PRD02552,HomeFiber 236,Business,,,N/A,50/day,236.39,2022-10-15,NextWave Communications,Discontinued
PRD02553,DataMax 578,Postpaid,365.0,12.44,Unlimited,500 total,578.64,2024-02-19,NextWave Communications,Discontinued
PRD02554,HomeFiber 1778,Broadband,,343.39,N/A,N/A,1778.79,2021-01-11,IndiTel Communications,Active
PRD02555,SuperTalk 917,Broadband,,470.95,N/A,100/day,917.45,2020-02-13,SkyCell Telecom,Discontinued
PRD02556,DataMax 2300,Prepaid,365.0,84.27,500 mins,N/A,2300.26,2022-01-18,IndiTel Communications,Active
PRD02557,DataMax 711,IoT Solutions,,,N/A,100/day,711.91,2022-11-04,IndiTel Communications,Discontinued
PRD02558,SmartBiz 1972,Broadband,,42.22,N/A,N/A,1972.61,2020-04-11,NextWave Communications,Active
PRD02559,IoTLink 2132,Postpaid,365.0,418.64,Unlimited,50/day,2132.07,2022-08-12,BharatNet Mobile,Discontinued
PRD02560,DataMax 859,Postpaid,84.0,460.59,1000 mins,N/A,859.01,2023-11-17,IndiTel Communications,Discontinued
PRD02561,ValuePlus 270,Business,,,N/A,50/day,270.24,2023-06-18,BharatNet Mobile,Discontinued
PRD02562,SuperTalk 1604,Business,,,N/A,100/day,1604.56,2022-07-06,NextWave Communications,Discontinued
PRD02563,ValuePlus 1430,Postpaid,28.0,107.02,1000 mins,500 total,1430.01,2020-01-07,NextWave Communications,Discontinued
PRD02564,NetBoost 1609,Business,,,N/A,50/day,1609.58,2022-07-31,BharatNet Mobile,Discontinued
PRD02565,SmartBiz 743,IoT Solutions,,,N/A,50/day,743.03,2024-10-15,IndiTel Communications,Discontinued
PRD02566,DataMax 1162,IoT Solutions,,,N/A,50/day,1162.9,2023-11-19,NextWave Communications,Discontinued
PRD02567,SuperTalk 708,Prepaid,84.0,100.6,1500 mins,N/A,708.64,2021-11-20,IndiTel Communications,Active
PRD02568,UltraConnect 2257,IoT Solutions,,,N/A,100/day,2257.63,2020-07-28,NextWave Communications,Discontinued
PRD02569,ValuePlus 2251,Business,,,N/A,N/A,2251.92,2020-10-09,NextWave Communications,Discontinued
PRD02570,ValuePlus 1528,Broadband,,432.91,N/A,N/A,1528.09,2024-03-10,BharatNet Mobile,Discontinued
PRD02571,SmartBiz 1668,IoT Solutions,,,N/A,50/day,1668.76,2022-11-27,NextWave Communications,Active
PRD02572,UltraConnect 1811,Postpaid,84.0,441.21,1000 mins,50/day,1811.5,2020-11-02,SkyCell Telecom,Active
PRD02573,SmartBiz 1179,Prepaid,365.0,424.23,1500 mins,500 total,1179.74,2021-08-16,SkyCell Telecom,Active
PRD02574,UltraConnect 320,Postpaid,28.0,351.06,500 mins,50/day,320.63,2021-12-24,NextWave Communications,Active
PRD02575,SuperTalk 1700,Business,,,N/A,50/day,1700.08,2024-03-14,IndiTel Communications,Discontinued
PRD02576,DataMax 2021,Business,,,N/A,100/day,2021.55,2023-08-24,NextWave Communications,Active
PRD02577,SmartBiz 1633,Broadband,,21.04,N/A,500 total,1633.48,2023-12-31,IndiTel Communications,Active
PRD02578,SmartBiz 2180,IoT Solutions,,,N/A,50/day,2180.56,2021-07-10,IndiTel Communications,Discontinued
PRD02579,SmartBiz 182,IoT Solutions,,,N/A,500 total,182.8,2024-05-18,SkyCell Telecom,Discontinued
PRD02580,ValuePlus 179,Postpaid,56.0,422.3,500 mins,N/A,179.88,2022-09-24,BharatNet Mobile,Discontinued
PRD02581,ValuePlus 1073,Prepaid,365.0,182.1,Unlimited,50/day,1073.74,2020-01-27,BharatNet Mobile,Active
PRD02582,DataMax 2419,Prepaid,28.0,277.8,Unlimited,500 total,2419.41,2020-08-08,IndiTel Communications,Active
PRD02583,DataMax 261,Broadband,,132.76,N/A,50/day,261.97,2022-03-02,BharatNet Mobile,Active
PRD02584,UltraConnect 1967,Business,,,N/A,50/day,1967.29,2021-09-14,IndiTel Communications,Discontinued
PRD02585,SuperTalk 2145,Prepaid,28.0,475.79,Unlimited,50/day,2145.09,2021-07-01,IndiTel Communications,Discontinued
PRD02586,SuperTalk 1624,Broadband,,2.02,N/A,50/day,1624.31,2020-04-11,IndiTel Communications,Active
PRD02587,SuperTalk 2299,Postpaid,56.0,405.16,1000 mins,500 total,2299.18,2020-10-03,BharatNet Mobile,Discontinued
PRD02588,SmartBiz 2464,Postpaid,84.0,12.94,Unlimited,50/day,2464.25,2020-01-07,BharatNet Mobile,Active
PRD02589,HomeFiber 2244,Postpaid,28.0,256.17,Unlimited,50/day,2244.47,2022-06-16,NextWave Communications,Active
PRD02590,SmartBiz 2309,Business,,,N/A,100/day,2309.51,2020-02-23,NextWave Communications,Active
PRD02591,ValuePlus 546,IoT Solutions,,,N/A,100/day,546.35,2020-10-18,NextWave Communications,Active
PRD02592,SuperTalk 727,Broadband,,412.63,N/A,500 total,727.39,2021-02-05,NextWave Communications,Active
PRD02593,SmartBiz 215,Prepaid,84.0,453.04,500 mins,100/day,215.34,2023-10-28,BharatNet Mobile,Discontinued
PRD02594,SuperTalk 1881,IoT Solutions,,,N/A,N/A,1881.69,2021-08-02,SkyCell Telecom,Active
PRD02595,IoTLink 1410,Broadband,,217.32,N/A,500 total,1410.28,2024-09-13,NextWave Communications,Discontinued
PRD02596,SuperTalk 1604,Broadband,,139.8,N/A,500 total,1604.24,2024-12-02,BharatNet Mobile,Discontinued
PRD02597,HomeFiber 426,Postpaid,84.0,363.76,1500 mins,N/A,426.16,2024-12-13,IndiTel Communications,Active
PRD02598,SuperTalk 769,IoT Solutions,,,N/A,100/day,769.85,2023-02-08,BharatNet Mobile,Discontinued
PRD02599,ValuePlus 2041,IoT Solutions,,,N/A,50/day,2041.91,2024-10-05,NextWave Communications,Discontinued
PRD02600,SmartBiz 254,Prepaid,84.0,245.61,1500 mins,100/day,254.3,2021-09-09,IndiTel Communications,Active
PRD02601,SuperTalk 1927,Prepaid,56.0,459.45,Unlimited,N/A,1927.2,2023-01-11,NextWave Communications,Active
PRD02602,ValuePlus 318,Prepaid,84.0,387.72,1000 mins,500 total,318.35,2024-12-28,NextWave Communications,Active
PRD02603,DataMax 1744,Prepaid,365.0,166.69,1000 mins,500 total,1744.97,2024-06-10,IndiTel Communications,Active
PRD02604,ValuePlus 1545,IoT Solutions,,,N/A,50/day,1545.08,2020-07-04,SkyCell Telecom,Discontinued
PRD02605,UltraConnect 1555,IoT Solutions,,,N/A,500 total,1555.92,2024-01-04,SkyCell Telecom,Discontinued
PRD02606,UltraConnect 2344,IoT Solutions,,,N/A,100/day,2344.64,2022-02-12,SkyCell Telecom,Discontinued
PRD02607,ValuePlus 752,Postpaid,56.0,191.24,1500 mins,50/day,752.58,2020-11-15,SkyCell Telecom,Active
PRD02608,IoTLink 1453,Prepaid,365.0,472.96,1500 mins,500 total,1453.83,2022-01-08,BharatNet Mobile,Active
PRD02609,NetBoost 1381,Postpaid,28.0,183.63,Unlimited,50/day,1381.19,2024-06-02,IndiTel Communications,Active
PRD02610,HomeFiber 593,Prepaid,28.0,484.17,1000 mins,50/day,593.26,2020-09-15,SkyCell Telecom,Discontinued
PRD02611,NetBoost 794,IoT Solutions,,,N/A,100/day,794.01,2020-09-08,IndiTel Communications,Discontinued
PRD02612,IoTLink 1904,Business,,,N/A,500 total,1904.54,2024-07-06,SkyCell Telecom,Active
PRD02613,SmartBiz 2404,IoT Solutions,,,N/A,100/day,2404.2,2024-10-07,IndiTel Communications,Discontinued
PRD02614,DataMax 1789,Postpaid,84.0,423.21,1500 mins,50/day,1789.57,2021-09-18,IndiTel Communications,Discontinued
PRD02615,DataMax 1989,Postpaid,56.0,470.69,1500 mins,100/day,1989.39,2023-11-25,IndiTel Communications,Discontinued
PRD02616,SmartBiz 1131,IoT Solutions,,,N/A,100/day,1131.85,2023-01-17,NextWave Communications,Active
PRD02617,SuperTalk 1083,IoT Solutions,,,N/A,50/day,1083.78,2021-01-06,BharatNet Mobile,Active
PRD02618,SmartBiz 2306,Prepaid,56.0,22.83,1000 mins,100/day,2306.56,2023-01-09,BharatNet Mobile,Discontinued
PRD02619,UltraConnect 1763,Business,,,N/A,N/A,1763.83,2022-07-05,IndiTel Communications,Discontinued
PRD02620,SuperTalk 511,IoT Solutions,,,N/A,100/day,511.68,2022-05-21,BharatNet Mobile,Discontinued
PRD02621,SuperTalk 1739,Postpaid,28.0,338.99,Unlimited,50/day,1739.98,2020-04-17,IndiTel Communications,Discontinued
PRD02622,UltraConnect 809,Postpaid,365.0,51.05,1500 mins,N/A,809.9,2024-05-02,NextWave Communications,Active
PRD02623,HomeFiber 634,Business,,,N/A,500 total,634.29,2022-07-08,SkyCell Telecom,Discontinued
PRD02624,ValuePlus 2467,IoT Solutions,,,N/A,500 total,2467.39,2022-04-24,BharatNet Mobile,Active
PRD02625,HomeFiber 732,Broadband,,84.47,N/A,N/A,732.21,2024-02-28,BharatNet Mobile,Discontinued
PRD02626,UltraConnect 1415,Postpaid,365.0,90.73,Unlimited,50/day,1415.42,2024-05-16,SkyCell Telecom,Active
PRD02627,ValuePlus 2418,Business,,,N/A,500 total,2418.49,2021-07-02,IndiTel Communications,Active
PRD02628,HomeFiber 1237,Broadband,,180.55,N/A,100/day,1237.56,2022-04-09,NextWave Communications,Active
PRD02629,SmartBiz 2334,Prepaid,84.0,168.45,Unlimited,100/day,2334.69,2021-08-15,BharatNet Mobile,Active
PRD02630,NetBoost 939,Broadband,,248.14,N/A,50/day,939.47,2024-08-12,BharatNet Mobile,Active
PRD02631,HomeFiber 1640,Business,,,N/A,100/day,1640.74,2024-01-02,SkyCell Telecom,Active
PRD02632,SuperTalk 1459,Postpaid,365.0,464.61,Unlimited,100/day,1459.74,2021-10-14,BharatNet Mobile,Discontinued
PRD02633,SmartBiz 142,Prepaid,56.0,349.12,500 mins,100/day,142.36,2021-02-24,SkyCell Telecom,Discontinued
PRD02634,DataMax 2339,Broadband,,311.03,N/A,N/A,2339.06,2023-12-12,IndiTel Communications,Discontinued
PRD02635,NetBoost 2350,Prepaid,56.0,55.51,1000 mins,N/A,2350.58,2020-04-22,IndiTel Communications,Active
PRD02636,ValuePlus 1540,Broadband,,217.07,N/A,500 total,1540.59,2022-11-05,BharatNet Mobile,Active
PRD02637,HomeFiber 2171,IoT Solutions,,,N/A,100/day,2171.29,2022-10-17,NextWave Communications,Discontinued
PRD02638,DataMax 270,Business,,,N/A,N/A,270.8,2020-11-21,BharatNet Mobile,Discontinued
PRD02639,IoTLink 890,Postpaid,56.0,116.4,500 mins,100/day,890.38,2021-01-14,SkyCell Telecom,Discontinued
PRD02640,SuperTalk 2254,Business,,,N/A,50/day,2254.23,2021-05-09,BharatNet Mobile,Discontinued
PRD02641,UltraConnect 735,Prepaid,365.0,367.08,1000 mins,500 total,735.57,2022-11-28,NextWave Communications,Active
PRD02642,SmartBiz 883,Prepaid,28.0,471.73,1500 mins,N/A,883.04,2020-02-06,IndiTel Communications,Active
PRD02643,HomeFiber 817,Broadband,,324.36,N/A,500 total,817.26,2021-07-26,BharatNet Mobile,Discontinued
PRD02644,UltraConnect 1425,Postpaid,28.0,149.34,1500 mins,N/A,1425.16,2024-10-05,SkyCell Telecom,Discontinued
PRD02645,ValuePlus 1131,Prepaid,28.0,70.38,1000 mins,500 total,1131.7,2024-03-18,SkyCell Telecom,Active
PRD02646,ValuePlus 1444,Broadband,,403.9,N/A,N/A,1444.64,2024-07-17,BharatNet Mobile,Discontinued
PRD02647,SmartBiz 968,Prepaid,84.0,243.74,500 mins,N/A,968.95,2022-09-21,SkyCell Telecom,Discontinued
PRD02648,SmartBiz 1121,Postpaid,365.0,129.42,1000 mins,N/A,1121.32,2023-08-03,SkyCell Telecom,Active
PRD02649,HomeFiber 1558,Business,,,N/A,100/day,1558.49,2021-11-19,SkyCell Telecom,Active
PRD02650,SmartBiz 1704,Prepaid,56.0,147.55,Unlimited,50/day,1704.8,2022-04-02,NextWave Communications,Discontinued
PRD02651,DataMax 817,Prepaid,28.0,301.66,1000 mins,500 total,817.54,2021-10-16,SkyCell Telecom,Discontinued
PRD02652,HomeFiber 1947,Business,,,N/A,500 total,1947.24,2023-01-19,SkyCell Telecom,Active
PRD02653,IoTLink 2136,Broadband,,290.57,N/A,100/day,2136.76,2023-03-09,SkyCell Telecom,Discontinued
PRD02654,DataMax 813,Prepaid,84.0,398.54,500 mins,100/day,813.19,2024-09-09,SkyCell Telecom,Active
PRD02655,HomeFiber 1578,Broadband,,359.34,N/A,100/day,1578.54,2022-11-05,IndiTel Communications,Discontinued
PRD02656,ValuePlus 1874,Prepaid,365.0,139.01,1000 mins,100/day,1874.36,2024-12-23,IndiTel Communications,Discontinued
PRD02657,SmartBiz 809,Postpaid,365.0,23.73,1000 mins,100/day,809.16,2020-09-23,NextWave Communications,Discontinued
PRD02658,ValuePlus 2089,Broadband,,490.83,N/A,50/day,2089.0,2023-04-02,NextWave Communications,Active
PRD02659,SmartBiz 1003,Broadband,,85.48,N/A,100/day,1003.03,2023-06-03,NextWave Communications,Active
PRD02660,IoTLink 1099,Business,,,N/A,500 total,1099.71,2023-06-05,BharatNet Mobile,Active
PRD02661,DataMax 782,Broadband,,42.86,N/A,500 total,782.69,2024-11-03,SkyCell Telecom,Active
PRD02662,DataMax 1045,Postpaid,56.0,132.96,1000 mins,50/day,1045.32,2020-05-06,NextWave Communications,Discontinued
